s,r,n,sol,file,datetime,experiment,seed
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:59,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:00,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:00,hashing_experiment.py,10
1,1,220,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:00,hashing_experiment.py,10
1,1,220,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:01,hashing_experiment.py,10
1,1,220,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:01,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:02,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:03,hashing_experiment.py,10
1,1,220,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:03,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:04,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:05,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:06,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:07,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:07,hashing_experiment.py,10
1,1,220,10272,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:08,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:09,hashing_experiment.py,10
1,1,220,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:09,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:51:10,hashing_experiment.py,10
